dcterms:title,dcterms:abstract,nlon:keyword,length
Ten soldiers belonging to the firs regiment of the Imperial Guard became,"Ten soldiers belonging to the firs regiment of the Imperial Guard became intoxicated last Friday and raised a disturbance on West gate street. The policeman at the station there attempted to ◈tou them but failed. A Russian drill instructor approached the point where the drunken soldiers were standing. This frightened the rowdy men and they forced their way into a Korean drug store near by with the intension of hiding themselves before the Russian officer arrived there. The owner of the store became frightened at the forced entry of so many soldiers and ran out of the room through the back door. The soldiers took offense at the action of the owner and seized him at the rear of the house and demanded the reason of his unceremonious exit. His reply did not satisfy them and they beat and kicked him until he became unconscious. The soldiers left him on the ground and went away. A policeman was there but he was afraid to interfere. However, the helped the prostrate man into his room and reported the matter to the Police Department",정치; 기사,1040
新法律,"新法律○法律第二十五號特許法 (續)第九十條 前條費用의 負擔及費用額에 關야 勅令으로 此 定第九十一條 審判, 抗告審判及出訴의 費用額의 決定及本法에 規定 補償金額의 確定審決은 强制執行에 關야 公證人이 作 債務名義로 看做 但 執行力이 有 正本은 特許局官吏가 此 付與第六章 罰則第九十二條 他人의 特許權을 侵害 者 五年以下의 懲役 又 千圓以下의 罰金에 處他人의 特許權을 侵害 物件을 輸入 者 其罰이 前項과 同第二項의 罪 告訴 待야 此 論第九十三條 左開各號中 其一에 該當 者 三年以下의 懲役 又 五百圓以下의 罰金에 處一 詐僞의 所爲로 特許 受 者二 特許에 不關 物件이나 又 其容器, 包裝에 特許標記 付거나 又 此에 恰似 表示 者 又 其物件을 販賣 或은 擴布 者三 特許에 不關 物件 或은 方法을 販賣 或 擴布기 爲며 又 特許에 不關 方法을 使用케 기 爲야 廣告나 看板及引札 等에 其物件이나 方法이 特許에 關을 表示거나 又 此에 恰似 表示 者第九十四條 第九十二條의 犯罪로 因야 沒收을 得 物件에 對야 判決宣告前被害者에셔 請求가 有 時 此 相當 代價로 酌量고 被害者의에 交付 宣告를 이 可홈損害額이 交付 受 物件의 酌量代價 超過 時 其差額을 爲限야 賠償請求를 ◈을 得第九十五條 法律을 依야 宣誓 證人 或은 鑑定人 又 通詞가 特許局 又 其囑託을 受 裁判所 或은 官廳에 對야 虛僞 陳述 時 三年以下의 懲役 又 五百圓以下의 罰金에 處前項의 罪 犯 者가 事件의 査定이나 又 審決에 至기 前에 自現 時 其刑을 減輕 又 免除을 得第九十六條 特許局에셔 證人, 鑑定人 又 通詞로 召喚된 者가 正當 理由업시 其召喚에 不應거나 其義務 不盡 時 四十圓以下의 罰金에 處第九十七條 特許辨理士아닌 者가 特許에 關 代理業을 營 時 一年以下의 懲役 又 三百圓以下의 罰金에 處第七章 附則第九十八條 本法施行期日은 勅令으로 此 定第九十九條 從前의 規定을 依 特許 本法을 依야 受 者로 看做第百條 本法施行前에 發生 特許權에 關야 第九十條第二項의 規定은 本法施行日노브터 一年間 此 適用치 아니第百一條 本法施行時에 現히 特許代理業者된 者 特許辨理士로  (未完)",기사; 정치,1130
日本第一銀行支店総支配人 市原氏의 韓國貨幣問答 (續),雜報●日本第一銀行支店総支配人 市原氏의 韓國貨幣問答 (續)第三問 本位貨와 補助貨의 區別은 그 이오 其外에 他의 差別이 更無하오答 補助貨 右와 如 目的으로 鑄造 거시나 其結果로 一大重要 差別이 有니 卽本位貨 貨幣의 本이라 凡於細音에 標準이 되 故로 如何 多額의 出給이라도 使用을 許얏스니 雖千圜 萬圜이라도 出給하면 受去人은 金貨로 不受다거나 此를 拒絶하지 못하지라 然이나 補助貨 單히 金貨의 不足 바를 補하기 爲하야 鑄造 故로 其使用額에 制限이 有하야 出給을 受하 人이 和意로 應諾하면 已어니와 不然則 銀貨 十圜以上과 白銅貨及靑銅貨 一圜以上 出給에 使用을 得지 못하오第四問 그러면 韓國에 金貨가 根本될 貨幣라고 云하나 金貨 一向流通치 아니하 模樣이니 然하야도 拘碍가 無하소答 金貨 本年에 始鑄하얏고 來年붓터 年年히 鑄造 터인 漸次 通用 터이나 金貨 持去持來에 不便 故로 其代에 紙幣가 流通될 거시오 金貨를 流通은 磨滅紛失 慮가 有하야 國家의 損害가 有 더러 實노 保管과 使用에 不便 故로 何國이던지 本位貨를 代表하 紙幣가 流通하오 韓國에 第一銀行에 委托하야 第一銀行券을 紙幣로 流通하오 (未完),사회; 기사,592
金氏八難 續,假令김斗源에 訴旨와치 賠償 義務가 有허다허더라도 到底히 其義務를 成事키 不能쥴노 生覺다허엿스니 日本이 開明 法律노 自호허 地位에 此等理外文字를 發이 大非示人以公平지道인돗도다盖從前我한我府와 日本公使間에 以此屢屢交涉야 其時에 雖不與금지助等으로 對質審판이나 김氏에 失鹽事狀과 木村等에 盜去 情節이 明白無疑 故로 其時에 林公使가 以恤금지意로 以言誘지者 只一塞責지計也니 若非理屈則雖一分錢이라도 肯許于김씨지理哉며象一郞은 從當徵給기로 斷言얏스니 然則金씨지當捧과 木村지當徵은 不俟更論이거날 今에 忽然판償 義務가 無다고 主張다 說은 萬萬白賴臆說이로다 大抵天下萬事가 是非曲直이 自在거날 金씨에 失財일은 顧念치아니고도로혀 䀋桶盜去 源一郞失財라고 鬱陵島에셔 被殺얏단말은 皆糊塗說去也로다訴訟法예 負訟者가 貧窶 境遇에 得勝者에 對야 報償수업다고 抵賴不給 理由가 有지 假令盜賊이 自服여도 貧窶다 藉稱면 賊律을 勿施며 負債者가 債主에 對야 貧窶다 抵賴면 債金을 白失지 未完,사회; 기사,513
THE TROOPS´ PROVISIONS,"THE TROOPS´ PROVISIONS.So much as regards the citizens ; now how about the troops??Yesterday the 26th, (having procured a pass previously from the Captain General for myself and interpreter) I proceeded to Malate, the fort which lies two miles due south of Manila walls, and was most courteously received by the Commandant, who is no other than Capt. Don Juan de la concha who commanded the Don Juan de la Concha at the battle of Manila, and fought her so pluckily, in fact, until she sunk from under him. When I questioned him concerning the men´s rations, assuming that they were on short commons, he assured me that they were living if anything better than formerly. Seeing, no doubt a look of incredulity upon me, he at once invited me to proceed with him to his men´s quarters who were then at their mid-day meal. Each man had a good sized loaf of well baked bread and platter of beef stew before him, besides sweet potatoes",사회; 기사,929
農部公函,農商工部에셔 京釜銕道株式會社摠裁古市公威氏의게 公函內開에 貴公牘을 接准인바 停車場區域內에 銕道營業에 關係가 有 商業과 銕道從事員에 物資供給 商業을 許다은 誠是訝惑也오 南大門停車場附近에 在 地段件에 就야 旣自我公使舘交涉中이니 此際에 至急히 協定라심은 尤不近理也라 夫停車場用地 貴我合同條約에 明有收用之名目而況貴國銕道法規에도 亦無此例여날 旣自貴會社로 濫定停車場用地者 含有商民住居地而然也니 據何以無防限之商業者로 混設於停車場區域內야 欲占我政府之無代價無徵稅而供給土地乎아 苟欲要之면 該商民之占地 必宜租借也니 不可與銕道營業地로 同認者也오 京釜二百七十餘里之用地 專屬於貴我間交涉之事而至於南大門停車場用地야 以其一時紛議之所生으로 自貴會社로 請仲裁於貴公使舘야 於再昨年九月二十五日에 我代表者與貴公使가 立會現場야 協定調印고 所謂移轉地者 卽爲賣下於人民處야 該金額을 補用於貴會社家屋移轉費之事 貴我間所共諒也여날 又自貴會社로 無關於停車場之地 稱以停車場必要而又無使用之名目고 不由我代表而越請於貴公使야 自消協約而煩案國際니 對於交隣야 是可爲哉며 不要該所有者之協商而自斷不當之價金야 壓請領受而欲占基地니 對於人民야 是可忍哉아 惟 貴摠裁 顧念敦睦之誼고 取諸公平論시와 停場車區域內商業은 剋日協議妥定고 三角坪內電氣精米所及移轉地內亂石雜土를 斯速撤去야 以便該所有者之使用케하심을 爲要라하얏다더라,기사; 사회,671
國有未墾地貸付請願及關係圖書類例,"●國有未墾地貸付請願及關係圖書類例 (續)支出合計 幾何收入額金幾何圜 第幾年收入額 田畓(其他)幾町步에 對 小作料(糓名)幾石收入價金但 壹石에 對야 幾何圜式同上 第幾年收入額 同上同上 同上 同上同上 同上 同上同上 第幾年부터 每年의 收入額地力이 增進 故로 田畓(其他)幾町步에 對 小作料[糓名]幾石收入價金但 壹石에 對야 幾何圜式一, 事業着手의 時期貸付許可의 指令을 受 日로부터 幾個日以內一, 貸付 受코자  期間貸付許可의 指令을 受 日로부터 幾個年 (十年以內)一, 每年成功 事業의 功程隆煕何年지 堤坊幾間 水門幾處 築造同 何年지 草生地幾町步 開墾同 何年지 干瀉地幾町步 開墾一, 自作 幷作及幷作開墾의 區別開墾 畓은 幷作으로 고 幷作開墾法에 不依 故로 幷作料 收穫物을 二分야 其一分을 收[三] 貸付面積超過理由書灣口에 築堤 時 其內에 在 干瀉地의 全部 其周邊에 在고 草生地도 亦潮水의 侵入을 免야 作畓 事 得으로 此堤坊을 築造 거슨 卽其利益을 被 區域에 對야 請願을 認信심이니 該請願面積全部 貸付심을 爲要 (完)",사회; 기사,540
大韓自强會의 大垣丈夫氏演說 續,行爲權이라홈은 人이 河에 釣하거나 山에 獵하거나 大廈高樓를 建築하거나 美服盛宴으로 豪遊하던지 타人의 利益을 害치아니하고 公益에 妨碍됨이 無 行爲 總人의 自由니라營業權이라은 人이 勞動하야 衣食이 天賦의 本能인則商業에 從事하거나 農業에 從事하거나 又幾萬元을 得하던지 制裁를 受하거나 侵害를 受이 無지라信仰權이라은 凡安心立命은 其人의 信念上에 在則타인이 强制키 不能하니 何如 宗敎던지 信仰온 其인의 自由니라此等을 인民의 自由라 總穪하나니 所謂民權이라 此民權을 擴張하야 政治上에 應用하면 인民이 國家의 經用올 支出허 故로 其經用의 多寡及徵收方法을 議定하 權利가 有지라 然而政治의 運用은 統治者의 代理機關된 官職의 一任하되 其運用의 善惡온 인民의 利害의 關係가 有則인民이 代表者로하야금 政治의 參與케하야 監視하 權利가 有하니 所謂立憲代議政治 此理由의 基因이오 又立憲代議政治를 施行치아니 邦國이라도 民權을 尊重하야 天理의 基因 政治를 施行의 注意이 元來當然의 義務니라 未完,사회; 기사,502
韓會寄函,大韓協會에셔 本社에 公函을 寄이 左와 如니貴申報 我國人의 國家思想을 鼓動奬勵하며 自立自治의 精神을 栽培發揚으로 國民의 賢愚를 勿論고 滿心懽迎바 本會壹般의 感謝歡迎이 他人에 尤倍은 本會의 目的이 全國內의 此思想과 此精神을 統壹고 國民의 政見을 發表야 國家의 前途를 救濟기에 在 則貴社之與本會가 名稱과 行動은 雖異나 其目的의 所在 可謂同壹 所以러니近來貴報記事中에 本會가 伊藤統監에게 感謝狀을 郵送 計劃이 有다 과 排日을 標榜고 親日의 心底가 有다 은 此豈貴社가 本會를 中傷코져  本意에 流出 者ㅣ리오 或外報를 謄載거나 或探報를 採用기에 不過 者오 且本會에셔도 如此 事實이 未有 以上은 記事의 無實은 日久自辨지나 此等記事가 發佈되 同日에 讀者의 疑眩을 惹起야 本會의 不利가 隨至 줄은 想應亮會이신즉 此 右手의 無妄之過로써 左手 折傷과 恰似온지라本會가 事實上으로 惡事非行이 確有을 明見실 時에 公筆의 力을 盡야 攻擊懲戒심은 本會도 反히 感謝의 意를 表려니와 至若壹時의 探報니 外報가 本會의 目的以外에 在 者 更加三思하시고 事實을 考察오셔 兩矢同鵠의 義意를 深諒시더 此非但本會의 幸甚,기사; 사회,594
독립 협회에셔 여러명 회원 들이 공번되히 투표 쳔망야,○독립 협회에셔 여러명 회원 들이 공번되히 투표 쳔망야 션뎡 회장 리완용씨가 양력 삼월 십오일에 젼라 북도 관찰의 임을 피명여 임에 도로 날에 독립협회에셔 춍대위원을 파숑야 십리강무에 나아가 뎐숑  모든 회원들이 리씨를 야 연셜 기를회쟝의 고명 식견으로 지금 관찰의 즁임을 도신후에 셩을 다리 가지 졍무를 범연 실것은 아니여 그러되 혹시 각이 도라가지못여 만일 잘못죠쳐  일이 잇슬 디경이면 본회의 힘쓰 목젹을 일흘 더러 회쟝의 명례도 얼마즘 방해로을 터이오니 이런 를 당야 곤궁 셩을 공평 률법으로 극진히 보호여 첫 나라 은을 갑고 둘 본회 여러 회원의 주야로 희망 을 저바리지 말나 리씨가 회사기를 내가 비록 죠가 둔고 덕이 박야 그론 마이 잇스나 오날 여러 회원이 이러틋시 나를 올흔 도리로 담을 씨우니 나의 힘과 각의 밋 로는 발은 일을 아모됴록 야 후일 여러 회원들을 야 붓그럽지 안케 되기를 셔 노라 고 낫다더니 지금 들은즉 리관찰이 도임후로 반 졍무에 공평으로 쥬장을 삼아 불과 슈삭동안에 그 관할 각군 셩들이 리씨의 치젹을 칭숑 다니 과연 독립 협회의 츙군 국 자 목젹의 실효를 이에  볼지라 리씨가 이직임에 잇슬동안에 리국 편인 일을 더만히 여 시죵이 여일 게 기를 우리 그윽히 라노라,기사; 사회,694
