dcterms:title,dcterms:abstract,nlon:keyword,length
叙任及辭令,●（叙任及辭令）任漣川郡守叙奏任官六等  順興郡守沈鍾舜○任順興六等  六品李喆和○任報恩六等  六品尹甯求○任文義六等  洪陵祀氶尹俊求○任長淵六等  六品徐彰輔○任陰城六等  六品洪承永○任白川六等  六品金河璿○任平壤六等  嘉山郡守金鼎植○任永柔六等  六品閔健植○任殷山六等  六品閔泳原○任肅川六等  歙谷郡守郭鍾元○任歙谷六等  六品具翊鉉○任連山四等警務官具範書○任大興六等  龍川郡守柳鳳根○任龍川六等  六品吳熙源○任靑松六等  全義郡守鄭道永○任全義六等  六品李斗淵○任文川六等  四品李象羲○任天安五等  六品趙漢肅○任鎭川六等  六品趙秉吉○任信川六等  五品金思弻○任昌城三等  從二品李敏兢○任楚山五等  正三品李匡夏○任榮川六等  前議官金光錫○任泗川五等  昆陽郡守閔箕鎬○任昆陽六等  六品河在鳩○任淸河六等  六品柳喬榮○任谷山四等  安岳郡守李義悳○任安岳二等從二品金完秀○任宣川四等  瑞山郡守金年圭○任瑞山六等  六品李基奭○任嘉山六等  四品劉興龍○任興海四等居昌郡守南萬里○任居昌五等  正三品洪世泳○任載寧六等  五品尹斗漢○任義興四等  正三品金榮浩○任大邱六等玄風郡守洪弼周○任玄風六等  漆原郡守李秉弘○任漆原六等  知禮郡守金蘭圭○任知禮六等  六品金熈元○任安州四等  正三品李  釆○任慈山五等  遂安郡守邊錫麟○任遂安三等  正三品申性均○任朔寧六等  甑山郡守李台稙○任甑山六等  陰竹郡守李秉德○任陰竹六等  麟蹄郡守鄭基恒○任麟蹄六等六品李胄夏    以上四月十二日任醫學校敎官叙奏任官六等  醫學校敎官南舜熈    四月十六日解分太醫院卿  正二品尹容植○命分太醫院卿  正二品李根秀○外部叅書官韓昌洙  度支部財務官金炳翕  解分秘書院丞○太僕司長李貞烈  正三品閔泳壽命分秘書院氶○解侍從院分侍從  農商工部會計局長金肯洙○正三品嚴錫周六品張容駿  命侍從院分侍從○弘文館侍讀閔泳復  敬陵叅奉貝元祖  章陵叅奉李忠鎬  依願免本官○任弘文館侍讀叙判任官六等  五品李寅奎○朱學任李在玩  李鎔模  金聲轍  李洪淳  白南圭  任通信司電話課主事叙判任官八等○任  敬陵叅奉叙判任官八等  尹世翼○任  章陵叅奉叙判任官八等  九品李承奎○命侍從院分侍御  鄭熈澤○命侍從院分主事  營繕司主事崔元章○任醫學校敎官叙判任官六等  洪鍾德○給三級俸  醫學校敎官南舜熈    以上四月十七日,정치; 기사,1034
敍任及辭令,○敍任及辭令特免懲戒 正二品 李容翊 二月二十四日任義州府尹敍奏任官二等 前參書官 鄭海運 △任洪州郡守敍奏任官四等 法官養成所敎官 金祥演 △任寶城郡守敍奏任官四等 內部參書官 丁九燮 △任靑陽郡守敍奏任官四等 議政府主事 黃祐燦 △任鎭安郡守敍奏任四等 內部主事 安基宅 △任中和郡守敍奏任官四等 侍從院右侍御 金然尙 △任懷仁郡守敍奏任官四等 景孝殿令 金永德 △任興海郡守敍奏任官四等 侍從院左侍御 李碩瓘 △任善山郡守敍奏任官三等 咸安郡守 丁憙燮 △任咸安郡守敍奏任官四等 丹城郡守 金秉吉 △任綾州郡守敍奏任官四等 珍島郡守 權重冕 △任珍島郡守敍奏任官四等 淸風郡守 李秉化 △任橫城郡守敍奏任官三等 鬱島郡守 沈興澤 △任智島郡守敍奏任官四等 旌義郡守 蔡洙康 △任楚山郡守敍奏任官四等 正三品 李章遠 △任延日郡守敍奏任官四等 六品 閔容植 △任牙山郡守敍奏任官四等六品 鄭翰朝 △任新溪郡守敍奏任官四等 侍講院侍從官 李秉哲 △任內部參書官敍奏任官四等 前郡守 洪鎭裕 江原道觀察道主事 丁元燮 任江原道觀察道參書官敍奏任官四等 △任度支部稅務主事敍判任官七級 度支部主事 李基世 △免本官 全羅南道觀察道參書官 馬駿榮 右 該員이 敍任屢朔에 尙不赴任얏기 是以로 免本官 以上三月十三日,기사; 정치,559
敍任及辭令,官報●敍任及辭令○五月十一日任牙山郡鄕校直員 任兢準 △任石城郡鄕校直員 趙羲命 △任三陟郡鄕校直員 朴齊榮 △任江陵郡鄕校直員 金在軾 △任萬頃郡鄕校直員 姜禧淳 △任陰竹郡鄕校直員 朴遇鼎 △任漣川郡鄕校直員 洪元燮○五月二十四日前官立仁川日語學校副敎授 李根浩 仝 崔鼎夏 仝 茂田香 仝 西村秀雄 任官立仁川實業學校副敎授敍判任官三等 △前官立仁川日語學校副敎授 丁奎明 任官立仁川實業學校副敎授敍判任官四等○五月三十一日任內部秘書官敍奏任官三等 六品 徐丙業 △任林業事務所技師敍奏任官三等 渡邊爲吉 △任平海郡守敍奏任官四等 郡主事 沈相憲 △任智島郡守敍奏任官四等 前警視 金東佑 △任公立普通學校本科副訓導敍判任官五等 姜在玉龍南郡守 高羲駿 高靈郡守 兪鎭瀅 咸陽郡守 李章鎔 依願免本官 △免本官 興陽郡守 李龍相 右 全羅南道觀察使 申應煕의 報告書 據 즉 該員이 稱以公費고 人民의 錢穀을 多數 排斂야 專委首書記에 許多不正名目으로 費消이 明確 더러 現又以刑事被告로 拘留監獄얏오니 揆以官紀에 不可仍寘라 얏기 免本官(以上五月三十一日內閣) △依願免本官(五月二十四日內部) 郡主事 金淇薰 △免本官 公立普通學校本科副訓導 趙載乙 右 該員이 公立溫陽普通學校에 在勤인 바 受由上京야 過限不歸고 藉病圖免에 屢諭不遵야 規定 義務 背棄이기 是以로 免本官(四月二十九日學部) △公立普通學校本科副訓導 姜在玉 命公立大邱普通學校在勤(以上五月三十一日學部),정치; 기사,669
斷指生▣效,●斷指生▣效  定州郡西湖學校生徒六人이同盟斷指은前報에已記얏거니와該郡有志士▣彛行洪成麟兩氏等이該斷指生에對이義捐金募集기로發文얏曰是何慘愕고本拾月六日郡西二十里外에在西湖學校講師生徒가俗節을過次로放學告別顧念校况이不完야無復有聚講之望으로慷慨演辭가區區傷痛이라環堵生徒가莫不揮淚推心니回想敎育이不振則家國이不興고家國이不興則身雖生存이나無所依歸라하야斷斷熱誠이發達乎學問하야以獻身的思想으로指天同盟而斷指하니想其氣槪컨新磨霜刃이不能屈六人之大謄하고老秃管城이已有草滿腔之活精이라一刃斷痕이均同左手之無名指則快知自裁之不撓요点血繡書가驅入團軆之愛國誠則丁寧他威之莫奪이라裏指呈郡에觀者膽落고聞者骨竦而郡守以下志士諸氏가爭捐義助니金籌交錯이라嗚呼라該校主務者│雖有熱心贊成이나其力不膽야遽有此擧니其在怵惕惻隱에孰不飮泣呑聲也리오事雖至慘이나推驗義勇면一聲晴天之霹靂이劈破全國之頑腦야使之警醒而激勵也니此生徒之異日捐軀衛國은質諸鬼神而無疑로다爲此布告야勸勉捐助노니至於多寡야馬駄千斤이오蟻負一粒이其義一也라幸表同情야協心贊成을百拜頂祝이라얏現今収合金이二百六十九圜에達얏다더라,사회; 기사,518
修路照請,▣修路照請  日公使代理萩原氏가外部에 照會한 內槪에 京義道路가 貴國交通上緊要者난 不待多論이어니와 在前에난 聞有時而加修繕이더니挽近該道가 因以破損하야 甚爲旅行者之困苦不便더러 我軍의 交通上에 困難이 尤甚한지라 是以로 我軍이切望修繕也니 査此道修繕이 非徒貴政府之職責야라 亦有我軍隊希望이기 自京城至安州第一期修繕方法을別記添呈하니 人夫石工材料供給은我軍隊가 貴地方官과 協議後에 不吝督役之勞난 貴政府應無異見이니 幸飭該地方官하야 俾便着手하되 潦炎前에 期要竣工케하라하고京義街道中京城安州間道路改修所要의 人夫石工爆藥等調書가 如左하니京城高陽間人夫三百五十八人內石工八人디나밋도 十二吉瓦、高陽臨津間人夫五百八十人內石工三百三十八人디나밋도 四百九十五吉瓦▣臨津開城間無、▣城金川間人夫千三百四十九人內石工二百二十七人디나밋도 九百八十七吉瓦、金川南川店間人夫百八十七人內石工七十七人디나밋도 九十二吉瓦、二五、南川店新酒幕間人夫▣六百二十八人內石工百九人디나밋도 百四十五吉瓦、新酒幕興水院間無、興水院鳳山間人夫百六十八人內石工四人디나밋도 三吉瓦、鳳山▣州間▣夫二千五百二十九人內石工二百一人디나밋도 二百十九吉瓦、黃州中和間無、中和平壤間人夫九十四人內石工三十人、平壤順安問人夫六千八百五十人內木工十人、順安肅川間人夫二千八百五十人、肅川安州間千八百五十人、合計人夫一萬八千四百四十三人內石工九百九十四人木工十人디나밋도 千九百五十三吉瓦二五더라,사회; 기사,642
리용익이가 북도에 남병로 갓슬 에 두번 이러난 민요가,원문 : ○ 리용익이가 북도에 남병로 갓슬 에 두번 이러난 민요가 무 졍령으로 셩을 학대 셔 인연 것과 금졈을 어지러히 어 독을 령의게 흘닌것이 어느 디방에 잇고 무 학졍을  야 셩이 엇더 독를  입은 것과 삼포를 늑탈 것은 이 어 삼포며 셰이 얼마에셔 더밧 셰가 얼마와 늑탈 엿다 것이 바로 셩의 삼을 셧다고 이른것이며 일원 리 큰 은젼을 짓지 안코 다 젹동 동으로 작은 돈 지흔것이 엇더 폐단과 가 잇지 일병 쇼샹히 버려 긔록 야 다시 고발 연후에 이에 가히 리용익을 불너 허실을 탐  일번역문 : ○ 이용익이가 북도에 남병사로 갓을 때에 두 번 일어난 민요가 무슨 정령으로 백성을 학대 한데서 인연 한 것과 금점을 어지러이 캐어 독을 생령에게 흘린 것이 어느 지방에 있고 무슨 학정을 행 하여 백성이 어떠한 독해를 입은 것과 삼포를 늑탈 한 것은 이 어디 삼포며 세액이 얼마에서 더 받는 세가 얼마와 늑탈 하였다는 것이 바로 백성의 삼을 뺏었다고 이른 것이며 일원 자리 큰 은전을 짓지 않고 다만 적동 백동으로 작은 돈만 지은 것이 어떠한 폐단과 해가 있는지 일병 소상히 버려 기록 하여 다시 고발한 연후에 이에 가히 이용익을 불러 허실을 탐핵 할 일,사회; 기사,625
敍任及辭令,官報○敍任及辭令前參書官 金澤榮 前郡守 玄采 從三品 劉漢承 前敎官 金夏永 方漢宗 命學部委員 三月一日依願免本官 宗廟署令 趙命煕 △任宗廟署令敍判任官七等 昌陵令 金弼鉉 △任昌陵令敍判任官七等 靖陵令 金海秀 △任靖陵令敍判任官七等 寧陵參奉 徐相珪 △任寧陵參奉敍判任官八等 慶基殿參奉 宋大鎭 △任慶基殿參奉敍判任官八等 鄭洛敎 以上四月六日祕書院丞 洪承斗 智陵參奉 朴用植 警務廳警務官 崔永祚 仝 盧興彬 仝 黃榮柱 仝 裴錫泰 甲山郡守 朴羲成 依願免本官 △任祕書監丞敍奏任官六等 正三品 鄭然甲 △任智陵參奉敍判任官八等 全性道 △任陸軍二等軍司 陸軍步兵副尉 李章雨 △補陸軍硏成學校敎官兼敎成隊附 陸軍步兵副尉 鄭煕鳳 △陸軍步兵參尉 劉冕洙 陸軍騎兵參尉 閔丙玉 補陸軍幼年學校學徒隊附 △補親衛第一聯隊第一大隊附 陸軍步兵副尉 金錫禹 △補親衛第一聯隊第三大隊附 陸軍步兵參尉 金洛圭 △陸軍步兵副尉 李應疇 陸軍步兵參尉 柳錫豐 補鎭衛第二聯隊第一大隊附 △補鎭衛第四聯隊第一大隊附 陸軍步兵參尉 金炳喆 △補鎭衛第三聯隊第一大隊附 陸軍步兵副尉 馬景煥 △補軍部經理局第一課員 陸軍一等軍司 金觀鎬 △補親衛第一聯隊第二大隊餉官 陸軍二等軍司 李錫璡 △補鎭衛第三聯隊第一大隊餉官 陸軍二等軍司 李章雨 △任陸軍武官學校敎官敍奏任官六等 前敎官 申佑善 △任陸軍幼年學校敎官敍奏任官三等軍器廠技師 洪鍾起 △前主事 金相淳 正三品 尹泰一 六品 尹泰殷 任陸軍幼年學校敎官敍奏任官六等 △任軍器廠技師敍奏任官二等 軍器廠所長 韓旭 △觧流行病預防臨時委員 九品 金容黙 △命流行病預防臨時委員 前醫師 李喜復 △任慶州郡守敍奏任官一等 從二品 尹泳奎 △任沔川郡守敍奏任官五等 咸興郡守 李喬永 △任咸興郡守敍奏任官二等 表勳院參書官 趙秉敎 △任新溪郡守敍奏任官六等 正三品 成奭永 △任肅川郡守敍奏任官一等 陸軍正領 申泰俊 △任甲山郡守敍奏任官三等 陸軍參領 李承鉉 △六品 李憲珪 公使館參書官 權鳳洙 六品 柳冀亮 警務廳總巡 崔台鉉 任警務廳警務官敍奏任官六等 △免本官 農商工部參書官 李一相 右該員初無請由閱月曠仕雖緣實病不可參恕是以免本官 △任農商工部參書官敍奏任官五等 農商工部主事 嚴台永 △任農商工部主事敍判任官六等 朴明緖 △外部參書官 魚允迪 命兼任農商工部度量衡臨時事務委員 上以四月七日祕書監丞 鄭然甲 濬源殿參奉 全昌烈 祕書監丞 趙鎭卨 通信院主事 吳在協 漢城電報司主事 李源昌 沃溝電報司主事 趙齊桓 警務廳総巡 金聖淵 依願免本官 △任祕書監丞敍奏任官六等 正三品 李寅奎 △任濬源殿參奉敍判任官八等 淑陵參奉 金直秉 △任淑陵參奉敍判任官八等 黃台勳 △任崇義殿參奉敍判任官八等 王會鍾 △任祕書監丞敍奏任官六等 正三品 李完洙 △任軍部主事敍判任官六等 陸軍硏成學校主事 崔永澤 △任陸軍硏成學校主事敍判任官六等 柳國馨 △任警務廳総巡敍判任官六等 前主事 權榮洙 △醫學校敎官 崔益煥 任親衛第一聯隊第三大隊陸軍軍醫補敍判任官三等 以上四月八日,기사; 정치,1315
A number of Confucian scholars dressed in long-sleeved gowns have been seen kneeling,"A number of Confucian scholars dressed in long-sleeved gowns have been seen kneeling before the new palace gate with a memorial before them. The document, of which we have secured a copy, in fulsome terms of exaggerated ◈ulogy and stale quotations from Chinese classics, prays His Majesty to marry again. The national calamities such as Tonghaks, Christianity, floods, droughts, famines, are all attributed to the fact that His Majesty remains a widower. in case His Majesty is unwilling to marry again, the memorialists beg that Lady Um should be promoted to the position of Empress, following the example of certain Chinese emperors of great renown",기사; 사회,650
法律,官報○法律 [前號續]第百四十一條 第百四十條의 功을 建 人이 建功기 前에 犯 罪가 發覺된 時 死刑에 二等을 減고 流刑이나 役刑以下 免罪을 得이라 但 減等이나 免罪은 一次에 無過이라 △第百四十二條 罪를 犯고 自首 者 左開에 依야 處斷이라 一 發覺기 前에 官에 自首 者 免罪이라 二 發覺되고 逮捕기 前에 官에 自首 者 二等을 減이라 三 輕罪가 發覺된 時에 因야 重罪를 自首 者 其重罪를 免이라 四 發覺야 訊問 場에 他罪를 自首 者 其他 罪를 免이라 五 人을 遣야 代首거나 祖父母나 父母나 子孫이나 兄弟나 叔姪이나 翁婿나 外祖父母나 外孫이나 雇工이 首告거든 亦히 犯人이 自首과 同이라 六 自首야도 不實거나 不盡 者 不實不盡 罪만 論호 死에 至 者 一等을 減이라 七 人이 告發코져 을 知고 自首거나 逃叛얏다가 自首 者 二等을 減고 其逃叛얏든 者가 自首 아니고 本所에 還歸 者 一等을 減이라 八 共犯 境遇에 發覺기 前이나 逮捕기 前에 自首야 其共犯 者를 告發逮捕케  者 一項에 依이라 九 財産에 犯罪로 被害者에게 首服고 其贓物及損害의 半數以上을 償還 者 竊盜已行未得財律에 依야 一等을 減고 全數를 償還 者 免罪이라 但 殺傷人이나 犯姦及干犯祖父母 父母나 放火의 罪를 犯 者나 反逆의 罪 自首야도 不減이라 △第百四十三條 八十歲以上과 八歲以上十二歲未滿者가 犯罪 時 本律에 二等을 減이라 [未完],기사; 정치,743
COUNCIL OF STATE INDIGNANT,"COUNCIL OF STATE INDIGNANT.Last Sunday night the Council of State held a special meeting and sent in a memorial to His Majesty, severely criticising the actions of the acting Minister of Foreign Affairs, Min Jongmuk for granting the land on Deer Island to Russia without consulting the Council. The terms used against the acting Minister are very damaging. All the members of the Council, including the whole Cabinet, excepting Mr. Min Jongmuk, resigned their offices on the ground that they could not hold their positions with any degree of self respect under such circumstances. His Majesty replied to the councillors almost immediately, as follows:―:Discussing state affairs by the Council is very proper, but We do not approve of the desire of resigning your o◈ces.\""(The memorial will be in our next issue.)",정치; 기사,812
