dcterms:title,dcterms:abstract,nlon:keyword,length
進明夜學,●進明夜學  全州內에 進明夜學校를 設立고 其趣旨書를 發布얏 夫學校者人民開進之牑戶國家需用之基礎也自三代以來有庠序學校之設導養人才是經國濟民之本而國朝以來建大學置四學敎授於京師設校宮書院於鄕邑有私塾於閭巷文學蔚興人才卓出可謂文明時代矣러니 挽近以來徒尙虛文專無實學至于今日而極矣現方五洲列强交通爭雄聞見一新以若自守習慣不可同日而語也本州以豐沛大鄕衣冠文物不讓於八域地靈所毓人傑軰出從古稱人才淵藪而近有公立普通私立數三學校然而所從學者不過孩提未及弱冠者也上年秋觀察使金奎熙檢事尹憲求通譯官金鳳鎭普通校長柳春熙諸氏共謀開進之方針設夜學於普通校中不拘年限有願輒許分法律筭術日語二科而敎之法者人而不知法人不爲人國而不以法國不爲國此人人所可先學而先知也筭術者民生日用事爲無不以筭數而成之則此人人所可先習者也日語者韓日兩國只隔一水往來相接喉舌不通有妨治安莫此爲甚此人人所可必觧者也設立不幾兩金氏遞職而歸事巨力錦未免九仭之虧矣新使李斗璜氏莅任之翌日來察校况慨然興起書記官竹崎六次郞氏協圖成就一般官員自擔講師有志紳士齊聲贊成於是乎名校曰進明寘任員而各掌其務不幾日負笈來學者而百餘人畫則安業夜則受學其導養之力開發之效可期速成之科豈不美哉惟望贊成諸員另圖克終就學生徒務進開明異日爲  廟堂之棟梁則非徒有光於興起之諸君子將爲國家養成之實驗云爾,사회; 기사,567
奉常司副提調李苾和氏가 人民敎育기를,奉常司副提調李苾和氏가 人民敎育기를 爲야 上疏 全文이 如左니伏以臣素以跡賤學蔑濫叨仕籍恒切凜惕何敢與議於國事臣亦化育中一物當此時疚孔棘揆以微忱不顧猥褻敢陳一得之見伏惟 澄省焉竊伏念今日國家之勢悠悠萬事只有敎育一事庶可以爲日後來復之基無他術也盖自古爲國以民爲本民智未開而能保其國者自古及今未之有也堯舜憂民之無敎而近於禽獸則命契爲司徒敎以人倫三代盛時廣設學校之制人生八歲皆入小學而敎之以愛親敬長之道至年十五皆成爲人之坏업然後擇其聰明俊秀者入大學而敎之以修身齊家治國平天下之道由此觀之三代之民雖皂隷下賤皆莫不自小學陶鑄中出來及其出而仕者莫不由大學成就之才而明習治平之術者夫三代之所以能享國長久保有其民者以敎育人才故也後世之欲享國保民者皆莫不願乎三代而至其所以致此之本則不知用其力焉自招其亂亡之日尋矣猗我 本朝有鑑于此自開國之初崇尙堯舜三代敎人之法尊重孔孟道德之學卽以興學校養人才爲務旣置太學而又寘四學又寘童蒙敎官以敎於 京師旣有鄕校而又設書院又有家塾以敎鄕邑又慮仕者之躁於進取不習實學故別設湖堂 賜暇독書使之益進又慮山林隱逸之士深藏不市學問優異而未用於世必極加採訪勸奘褒賞以勵其名節此我 朝文化之盛而祚曆長久人民乂安者也夫何近世以來學校廢墜敎養無聞爭趨於工令無用之學以取進身之路自 京師太學以至各郡鄕校徒作遊嬉之場不聞絃誦之聲書院毀而四學廢駸駸至於今日則독書種子遂不可復見而智識蒙昧學問塞充然則今日國勢民命之至於此極者蔽一言曰無敎育而已抑觀夫今之萬國所以能馳騁天下皆穪文明者亦莫非敎育人才之大効也然則以我不敎育之民對彼受敎育之人其智愚昏明不啻若天淵如其恥之莫如急先敎育懋進民智與開明列邦之人爲同等而已若使我民淬勵精神啓發智識與開明列邦之人爲同等人則國亦與彼列邦將爲同等之國也審矣未完,사회; 기사,744
叙任及辭令,●叙任及辭令通信司電話課主事李圭白  仝金容成  仝朴在一  仝金紅濟 仝姜基周  仝金震洙  仝孫振寔  仝洪淳驥  慶基殿叅奉鄭載星▣齊陵叅奉金東穆  厚陵叅奉李閏秀  穆陵叅奉朴勝悳  慶尙北道觀察府主事蔡鴻儀  忠淸北道觀察府主事朴煥秉  依願免本官○金東旭  朴允信  任通信司電話課主事叙判任官八等○任  慶基殿叅奉叙判任官八等  金在勳○任  齊陵叅奉叙判任官八等  九品洪德周○任  厚陵叅奉叙判任官八等  金䦨洙○度支部地契局技師咸仁鶴  內藏院種牧課技手徐相珍法部主事李承雨  六品劉昇凞  九品柳興世  仝丁奎奭  命內藏院文簿釐整委員○任中樞院議官叙勅任官四等  從二品沈定夔○任慶尙北道觀察府主事叙判任官六等  朴敏夏○任忠淸北道觀察府主事叙判任官六等  柳程河以上七月六日通信司電話課主事金東旭  仝朴允信慶基殿叅奉金在勳  厚陵叅奉李善鎬穆陵叅奉金蘭洙  濬源殿▣奉高秉炫 箕子陵叅奉尹斗星  依願免本官○宋遠植  崔錫鳳  任通信司電話課主事叙判任官八等○任  慶基殿叅奉叙判任官八等  九品鄭載星○任  厚陵叅奉叙判任官八等  六品李閏秀○任  穆陵叅奉叙判任官八等  六品朴勝悳○任  濬源殿叅奉叙判任官八等  純陵叅奉李洪雨○任  純陵叅奉叙判任官八等  兪明載○任  箕子陵叅奉叙判任官八等  高俊錫以上七月十日,정치; 기사,576
宮廷錄事,官報○宮廷錄事英王垠上疏大槪敢陳惶蹙難冒之義冀蒙矜諒曲遂之恩事 隆煕元年八月七日奉旨省疏具悉爾懇建儲必早從古爲鞏國本之大策況於今日乎朕之疾恙尙遲嗣續之望而祖宗朝故事可遵而爲法爾其勿復辭遜克軆朕意事遣祕書卿傳諭詔曰命完順君李載完爲追封皇后時正使正二品鄭漢朝爲副使詔曰命完平君李昇應爲進封皇后時正使弘文館大學士金鶴鎭爲副使 以上八月七日詔曰此重臣敦厚之姿謹懿之性歷試內外夷險一節往歲衛護之勞樹立之牢確斷斷忠悃云何可諼逝單遽至深用愴䀌卒特進官沈相薰喪東園副器一部輸送葬需令宮內府從優輸送特贈大匡領敦寧職節惠之典不待狀葬前議謚詔曰卒特進官沈相薰成服日致侑奉有大朝旨意亦於伊日遣祕書丞致祭祭文當親撰以下矣 以上八月七日詔曰統監府技師堤慶藏頗有勤務特敍勳六等賜太極章 光武十一年八月二日掌禮院卿臣申箕善謹奏太皇帝陛下上號時議號日子陰曆來月旬前擇入事命下矣吉日令日官金東杓推擇則七月初四日爲吉云以此日定行何如謹上奏 隆煕元年八月七日奉旨依奏掌禮院卿臣申箕善謹奏英王冊封皇太子儀節令宮內府掌禮院照禮擧行事詔下矣冊封吉日以何間推擇乎敢奏 隆煕元年八月七日奉旨陰曆來月念後擇入內閣総理大臣勳二等李完用謹奏帝室有及國有財産調査局印章今旣鑄成矣另具鑑本恭備乙覽行將使用之意謹上奏 隆煕元年八月七日奉旨依奏,기사; 정치,540
죵노 만민 공동회에셔 소 소본대에,별보 죵노 만민 공동회에셔 소 소본대에◎ 복이 신등이 업여 각오니 현금에 국셰의 급업과 민의 곤최가 진실노 보샹의 그사 못 어듬과 법률의 실시 못 과 민심의 셔로 의심  말온바 신등이 외람을 피 지 안이 고 감히 불근츙셩을텬폐 아 베푸럿 더니셩비에 샤 향일 친유 후로 짐이 바야흐로 유신을 가다듬야 도모다 셧오니 말이 족히 나라를 흥 옵기를 가히 오날날에 긔약 리로소니다 신등이 업여 손을 묵거 경츅이로소이다 그러 오나친유 오신지 열흘이 넘엇 온 신등이  졍령도 인심을 위로고 깃부게 쟈를 듯지못 오니 이 신등의 부득불 다시 뫼쟈  이로 소이다  샤 너희 무리가 엇지 도라가 안업지 안이고  이쳐로 번괄 나냐 셧오니 신등이 더욱 만만 황츅 오나 무■ 의식이 구톄의 길으 맛가지며 부쳐가 챵슈 질거움은 진실노 인졍의 원  바니 곳 신등의 써 안업 쟈요 아에 쥬리고 져녁에 목 말으며 이슬에 자고 바에 먹 것은 이 인졍의 슬혀 바라  신등의 질겨 바 안이로소이다 지금 우리대한텬하 셩이 다 그업을 편안이 거 신등이 호을로 번괄 것만 일음니가 우흐로 죠졍에 간흉이 나라를 팔냐 옵고 아로 여염에 셩은 칙죡 두려옴이 잇오니 신등이 쟝차 어로 도라가 그업을 편안이 오릿가 신등이부득불 다시 뫼쟈 둘이로소오다  샤 비 신하 긔왕은 간지 말고 오 효험을 가히 기리라 셧오니폐하셔 샤 긔왕은 간치 말나 오신즉 셰신하의 젼에 잘못 죄 임의큰거울의 통쵹 오심이 계시온지라 비록대셩인의 더러온것을 감쵸시 덕으로 써 오효험을 기리고쟈 오시나 그러 오나폐하셔 임의 신의를 인민의게 뵈오신친유를 나리셔거늘 엇지 반다시 민심의 불복 셰 신하를 쓰시잇가  (미완),사회; 기사,919
THE JAPANESE IN AUSTRALIA,"Toe Japan Mail has received a copy of the Sydney Morning Herald of the 21st of February, from which it reproduces the following remarkable paragraph :-As a result of an investigation, conducted at the request of the Federal Department of External affairs, by Mr. R. B Levien, one of the Commercial Agents for Victoria in the East, the astounding information has been divulged that a prominent Japanese commercial firm is conducting business operations in Sydney at the present time merely as a cloak to conceal what might otherwise be regarded as suspicious movements and esquiries. One of the principals of the firm, in regard to whom enquires were initiated on behalf of the Federal Government, left Yokohama in April, 1908, for Australia. He is descrited as a man of about 26 years of age, and unmarried. He was educated in the Commercial High School in Yokohama, where he learnt some Chinese, and he speaks English fluently. In 1906 he graduated, and was “star” boy in his class. Confidential enquires made in the East by Mr. Levien showed that the Japanese merchant in question was exempted from army service for the ostensible reason that he is too small of stature; but it is believed that the exemption was obtained by the influence of a well-known doctor connected with the quarantine service at Yokohama. This doctor is a near relative of the mernhant with whom the suspected intellignce officer is in partnership in Sydney and the firm is conducted under the joint names of the two men. The firm in question is engaged in exporting beef, mutton, wool, and wheat to Japan, and both men succeeded in entering Australia on the ground that they were “students of political economy.” The individual in regard to whom enquiries were first made is described in the official report thus :-“He is a very shrewd, secretive young man, and is engaged in Government intelligence work-in other words, he is a spy.” This gentleman is a native of Minto, one of the seven wonders of Japan, situated 65 miles by train from Yokohama, and his father and elder brother are oil merchants at that place. '”The firm that he is now connected with,” the official report goes on to say, “is one started by Government money, and is supported by Government funds. The bnsiness is a blind, to shield the operations of the partners, who are engaged in secret service work in Australia. They are under the Consular supervision at that place. Mr. Levien intends the moment he reaches Melbourne to submit the result of his enquiries to the Minister for External Affairs. “This is only one of a long string of enquiries which I have made in the East,” he said “and sometimes these enquiries reveal some startling facts.” Mr. K. Uyeno, the Japanese Consul, when consulted last night regarding the above ridiculed the ides, and stated, emphatically that it was not true.Our Yokohama contemporary comments on the above story as follows-Mr. Levien is the Victorian Commercial Representative for China and Japan. He has his office in Shanghai, and he is said to have spent 15 years in China so that he speaks the language fluently. We are not at all surprised by his wonderful story. Experience has prepared us to recognise any canard whatever as credible among a certain class of persons in the East-honest folks too, but undiscerning. For, after all, what useful end could be served by such a piece of me, chanism as Mr. Levien describes? If the Japanese Government wanted information about Australia, what better channel of enquiry could be found than the Japanese consuls? Why organise a costly and tricky vehicle of the kind alleged? So far as we can see, the only exposure is of Mr. Levien’s naivete. He ought to be at least more circumspect than the ordinary man in the street, for his office clothes his statements with a certain measure of authority. It will be humiliating for him to find that his subsidized firm and its mysterious spy have no more reality than “Minto, one of the seven wonders of Japan.” There is no such place in all Japan and there is no such youth in all Australia",정치; 기사,4067
敍任及辭令,●敍任及辭令免兼任務安港裁判所判事 務安前監理 金星圭 ○兼任務安港裁判所判事 務安監理 尹致昊 ○中樞院議官 金光植 仝 趙泰魯 仝 金樞台 仝 金濬河 仝 金泰根 仝 金台鉉 仝 權相斗 依願免本官 ○正三品 沈景學 仝 曹暻洙 仝 咸學隨 五品 申春煕 六品 柳哲根 仝 金明錫 九品 孔道烈 任中樞院議官敍奏任官六等 ○任城津電報司主事敍判任官六等 韓章鉉以上十二月二十一日秘書院丞 洪承斗 通信司電話課主事 文南植 仝 金永績 仝 宋基亮 仝 曹相雲 仝 金基祚 仝 金大洙 仝 崔晙鉉 仝 金永豊 仝 全應奎 仝 金榮運 仝 孫鳳朝 仝 李殷默 仝 韓鎭玟 農商工部臨時博覽會事務所主事 金蓍林 依願免本官 ○命宮內府協辦敍勅任官三等 侍講院詹事 閔泳璘 ○命侍講院詹事敍勅任官三等 宮內府特進官 趙東完 ○命宮內府特進官敍勅任官四等 從二品 李承載 ○任秘書院丞敍奏任官二等 從二品 嚴柱漢 ○鄭武鉉 申學鉉 李秉周 崔禹政 姜泰煕 裴應錫 權相鶴 沈宜昇 洪大燮 朴仁植 金羲淳 金義燮 安炳苾 金南秀 孫顯哲 洪崙燮 金永均 金廷潤 任通信司電話課主事敍判任官八等 ○李政宰 任農商工部臨時博覽會事務所主事敍判任官六等 ○任度支部主事敍判任官六等 九品 李稷烈 ○任外國語學校副敎官敍判任官六等 申鳳煕以上十二月二十二日,기사; 정치,569
京城孤兒院請助文,●京城孤兒院請助文靑年學校敎師 李聖澤氏가 孤兒院의 經費窘迫을 慨惜야 請捐 發起文이 如左니夫世界의 文化가 漸闢록 道德心의 範圍가 增擴며 國家의 程度가 稍進록 慈善力의 發達이 愈捷니 現世紀 宇內列邦이 除非野蠻峒苗의 部落이면 皆人類의 社會를 組成야 道德上事業을 努行며 慈善的義務를 備盡으로 所以로 施病院 恤貧院 孤兒院 盲啞院 等의 諸種設施를 廣布고 其財産을 傾며 資金을 集야 同胞의 救恤에 勉勵나니 此ㅣ 國家文明의 進步이라 雖然이나 鰥寡孤獨의 賑濟救恤은 自古聖主仁君의 眷睿躬行신 바 政治의 先務오 非特泰西列强의 刱有 바ㅣ라 試論컨 國朝에셔 惠民 活人 等署를 設置심도 亦此四窮을 爲이라 然而 此四窮의 中에 最至窮無告 者 孤兒니 幼稚의 男女가 父母親戚의 撫養 者ㅣ 無며 祖先遺業의 世傳 者도 無야 孤孑煢獨의 情境은 慘惻을 不堪며 貧乏無依의 狀態 哀矜을 難禁이로다 今我國에 幸히 孤兒院이 設立됨은 慈善家의 熱誠에 出이라 經費를 擔負고 敎育을 設備야 流丐無父의 孤兒 幼子로 야곰 衣食을 資賴고 事業을 營爲야 天下의 棄物을 不作케 고 國家의 用器를 做成케 이라 自設施以來로 收容 孤兒가 約數百에 近고 現在의 口 七十名에 至 바 每名 月下費가 五圜五十錢假量인 原來院主의 貲産이 未贍으로 經費가 恒絀야 內帑의 恩助신 金額과 其他 內外國有志紳士의 寄附 金糓物品도 合爲 三千餘圜이로 自然數三年間에 消耗 經用이 総計 一萬九千圜에 至얏스니 院主의 自辦이 亦一萬六千團이로 其內에 他人의 債額 參千圜이 尙存지라 到今야 院主도 力屈財罄야 築底困難에 瀕오니 萬若 經費의 乏絶로 由야 一朝廢止의 悲境에 及지면 豈非一般 紳士의 羞耻乎리오 嗚乎라 彼路上에셔 或 疾病에 罹야 呻吟거 凍餒에 嬰야 僵殍된 者를 見면 雖行路之人이라도 猶惻然히 哀矜의 心을 發야 其救活掩瘞을 思거던 況此孤兒의 一院에 對야 有志仁人君子의 慈悲念이 豈行路에 可比리오 本院의 維持與否 惟慈善家 資本家 諸公의 用心如何에 專在오니 宜其公益을 爲主고 私貲를 勿顧야 一個成立된 本院을 熱心贊助야 撤廢의 境을 俾免케 시며 許多可矜 孤兒로 야곰 凍餒의 患에 不罹며 有用의 材를 成就케 시면 非但 社會上에 慈善的名譽가 著彰  아니라 國家公共의 事業에 其裨益됨이 不小지오 且其積善의 餘慶이 無窮에 垂傳지니 嗟夫勉哉念哉어다,사회; 기사,1170
金氏八難,●金氏八難大韓咸鏡南道元山港居 商民 金斗源氏가 光武三年己亥六月十三日에 商業 次로 慶尙北道長䰇郡毛浦金雙童旅舘에 到야 資本金 五千一百九十九圜十錢을 支出야 鹽 一千八十八桶을 貿得積置矣러니 日本北海道島根縣隱崎國옥긔느군이 會社 船主 木村源一郞兄弟가 來到懇請曰 以鹽換太則 利益이 不小라 고 裝載기를 懇請 즉 金氏 他國通商 實由에 確能치 못 고로 疑慮点이 有다가 該船主에 懇請으로 遂爲契約고 該船에 裝載야 發帆同行十六日에 到泊鬱陵島則 日已暮矣라 觧卜기를 明日로 約條 後 金氏 從船에 下陸야 宿旅館고 翌日平明에 鹽桶觧下 次로 出往阜頭則 裝鹽船이 乘夜逃走얏스니 茫茫大海에 不知去向 故로 四處에 探知다 못야 不勝痛憤 故로 卽到本皇城야 外部에 累次 呈訴 則 照會於日公舘 該公使가 通照于木村源一郞所居地方官야 金氏事件이 的實다 答照가 兩次來到 林公使가 當以徵報은 可커니와 只以恤金 數百圜으로 防塞니 金氏가 拒絶不受曰 當捧之錢을 不推則 恤金名色은 雖至幾萬圜이라도 決不當受라 고 不勝憤痛야 卽往日公舘 즉 其時 公舘書記 國分象太郞氏가 金氏를 招入야 再三談辦고 言曰 鹽價與損害賠償을 當徵給 거스니 容俟數月라 더니 不過幾日에 駐美參書官으로 前往 後 光武七年癸卯六月二十三日下午二時에 金氏가 外部에 呼訴 次로 黃土峴을 過다가 望見外部門前則 日公使 林權助氏가 鹽川通譯官을 帶同고 宋壽萬 沈相禧氏 等의 第一銀行券禁止 事件에 對야 外部大臣 李道宰氏를 訪見고 該人 等을 捉致嚴懲라 고 (未完),사회; 기사,745
宮廷錄事,○宮廷錄事議政府參政大臣臣沈相薰內部大臣臣 李址鎔謹奏卽接京畿觀察使鄭周永報告書內開砥平郡守 李晢鎬報告接准內開陰曆五月初二日稱以義兵擔銃軍三十九名自楊根等地來到本郡北面斷髮一人砲殺初七日忽到邑中一進會員八人捉致砲殺其所情景極爲慘惻云査照後移照軍部派兵剿滅爲望等因繼接該觀察使鄭周永報告書內開楊根郡守 李範奭報告書內開陰曆本月初七日廣州府境居具萬書爲名人率其徒黨四十五名各持銃劒自砥平地來到本郡邑底稱以倡義剿滅一進會匝圍支會所而會員則先機逃走一不就捉厥漢輩驟出于場垡無數放銃則觀市人民擧皆避散際玆本郡邑內面長安里居白四洙爲名者中丸致死還入于客主李景九家破碎什物錢財數萬金與物件衣服等屬多數奪取直向砥平曲水等地當場危怕光景不可測量云査照後戢捕安撫之方別般處分爲望等因據此査匪徒之恣行邑邨戕害人命剽掠財貨少無顧忌漸至猖獗殫壓之方不容少緩亟令軍部派兵剿戢以兩郡守言之當此艱虞之際多日曠官已極駭歎警報若是切急不卽趕赴鎭壓晏然在家遷延轉報有若尋常其在分憂寧有如許事軆乎此不可仍置而勿問砥平郡守 李晢鎬楊根郡守 李範奭幷爲先免本官令法部照律懲辦何如謹上奏 光武九年六月二十三日奉旨依奏中樞院副議長金嘉鎭自劾疏 批旨省疏具悉不必如是爲引卿其勿辭行公 △社稷署提調趙秉翊自劾疏 批旨省疏具悉不必如是爲引矣 以上六月二十四日,정치; 기사,553
